Contribution-ID,Permalink,Posted message,Type,Posted,share,like,comment,Readers of content during runtime,Reaction during runtime
191341015013_10159766218895014,https://www.facebook.com/berlinertafel.ev/posts/10159766218895014:0,ADVENTSKALENDER  Das 4. Türchen unseres Kalenders öffnet sich und dahinter verbirgt sich.......! Wisst Ihr wie es heißt und woher es stammt?,Photo,2017-12-04 08:31:00,,5.0,3.0,47,63
191341015013_10159770673860014,https://www.facebook.com/berlinertafel.ev/posts/10159770673860014:0,"HERTHA SPIELER UNTERSTÜTZEN BERLINER TAFEL   Am heutigen Tag des Ehrenamts haben Sinan Kurt und Mitchell Weiser ihre Trikots gegen die grünen Tafel-Shirts eingetauscht, um gemeinsam mit Sabine Werth Obst und Gemüse zu sortieren. Als Überraschung hatten sie außerdem 150 Fußball-Freikarten für bedürftige Menschen dabei.   Danke für Euren Einsatz und das fantastische Geschenk!",Photo,2017-12-05 07:38:00,7.0,36.0,2.0,71,115
191341015013_10159770985735014,https://www.facebook.com/berlinertafel.ev/posts/10159770985735014:0,"ADVENTSKALENDER  Hinter dem 5. Türchen verbirgt sich ein RIESIGES DANKESCHÖN an all diejenigen, die uns mit ihrer Zeit, ihrer Kreativität und ihrer Leidenschaft unterstützen und somit die Arbeit der Berliner Tafel möglich machen! Nicht nur am heutigen Tag des Ehrenamts wissen wir Eurer Engagement sehr zu schätzen.",Photo,2017-12-05 09:04:00,,16.0,0.0,20,45
191341015013_10159774783135014,https://www.facebook.com/berlinertafel.ev/posts/10159774783135014,"40 KISTEN LESESTOFF   Wir freuen uns über diese fantastische Bücherspende, die ab heute viele Menschen in 46 LAIB und SEELE Ausgabestellen glücklich machen wird.   Ein RIESIGES Dankeschön an den Berliner Büchertisch!",Photo,2017-12-06 00:48:03,,23.0,2.0,31,49
191341015013_10159775519895014,https://www.facebook.com/berlinertafel.ev/posts/10159775519895014:0,"ADVENTSKALENDER   Im 6. Türchen zeigt sich heute am Nikolaustag eine kuschlige Überraschung. Selbstgestrickte Babyschühchen, Socken in allen Größen, Mützen und Schals werden heute als kleine Freude an die Frauen und Kinder eines Berliner Frauenhauses verschenkt. Ein großes Dankeschön an die fleißigen Strickerinnen und Euch allen einen schönen Nikolaustag.",Photo,2017-12-06 08:46:00,1.0,5.0,0.0,9,15
191341015013_10159779279370014,https://www.facebook.com/berlinertafel.ev/posts/10159779279370014:0,"ADVENTSKALENDER  Nach dem 6. folgt das 7. Türchen unseres Kalenders. Geöffnet haben wir es. Verratet IHR uns, was sich dahinter verbirgt?",Photo,2017-12-07 08:22:00,1.0,9.0,9.0,111,161
191341015013_10159783188835014,https://www.facebook.com/berlinertafel.ev/posts/10159783188835014,"Fantastisch, dass Ihr da wart! Eure Unterstützung und die mitgebrachten Freikarten stießen auf große Begeisterung!",Photo,2017-12-08 00:40:14,,12.0,0.0,14,30
191341015013_10159783621560014,https://www.facebook.com/berlinertafel.ev/posts/10159783621560014:0,"FASHION MEETS FOOD RESCUE  A big shout out to Zalando who grants every employee 16 hours per year to volunteer at their favorite organization in Berlin. Many thanks to all the volunteers from Zalando who have supported us throughout the year and to the team from Zalando Media Solutions who helped us out sorting food this week as well! -------------------------------------------------------------------------------------- Ein großer Applaus für Zalando, das seinen Mitarbeiter*innen 16 Stunden im Jahr bewilligt, um sich ehrenamtlich zu engagieren. Vielen Dank an die zahlreichen Zalando-Helfer*innen, die uns 2017 unterstützt haben und an das Team von Zalando Media Solutions, das diese Woche tatkräftig beim Sortieren mit angepackt hat!",Photo,2017-12-08 06:13:00,1.0,12.0,0.0,23,29
191341015013_10159783382300014,https://www.facebook.com/berlinertafel.ev/posts/10159783382300014:0,ADVENTSKALENDER  Ihr möchtet an Weihnachten ein gutes Gefühl schenken? Wie wäre es mit einem personalisierten Gutschein für eine einjährige Mitgliedschaft bei der Berliner Tafel?! Diese schöne Geschenk-Alternative findet Ihr im heutigen 8. Türchen. Mehr Infos dazu gibt es hier: http://bit.ly/2AFcAgd,Photo,2017-12-08 08:12:00,1.0,5.0,0.0,14,21
191341015013_10159783381915014,https://www.facebook.com/berlinertafel.ev/posts/10159783381915014,"ADVENTSKALENDER  In die Vorweihnachtszeit gehört ohne Frage Grünkohl. Das dachte sich wohl auch Dieter Hallervorden, als er uns dieses köstliche Rezept für unser LAIB und SEELE Kochbuch zur Verfügung stellte! Das wollen wir Euch nicht vorenthalten. Hinter dem 9. Türchen findet Ihr die Zutaten und die Anleitung für das leckere Grünkohlgericht.",Photo,2017-12-09 01:03:00,,4.0,0.0,15,17
191341015013_10159783356315014,https://www.facebook.com/berlinertafel.ev/posts/10159783356315014:0,ADVENTSKALENDER  Hinter dem 10. Türchen verbirgt sich ein Ausflugstipp. Wie wäre es heute am 2. Advent mit einem Besuch auf dem Spandauer Weihnachtsmarkt? Bei herrlich klirrender Kälte könnt Ihr an unserem Stand am Glücksrad drehen und noch mehr über die Arbeit der Berliner Tafel erfahren. Unsere ehrenamtlichen Helfer*innen erwarten Euch mit Freude!,Photo,2017-12-10 00:47:00,,5.0,0.0,8,10
191341015013_10159713710230014,https://www.facebook.com/berlinertafel.ev/posts/10159713710230014:0,"GOSPEL, GESCHICHTEN UND GEBÄCK  Am Mittwoch, den 13.12. wird es gemütlich in der Ev. Paul-Gerhardt-Gemeinde Lichtenberg. LAIB und SEELE lädt zur Adventsfeier ein. Im Gemeindesaal Friedrichsfelde - Am Tierpark 28 - können sich Besucher*innen ab 17 Uhr über ein Konzert des GOSPELkollektivs, vorweihnachtliche Geschichten und natürlich Kaffee und Kuchen freuen.  Der Eintritt ist frei!",Photo,2017-12-10 08:40:00,3.0,10.0,0.0,21,29
191341015013_10159796837045014,https://www.facebook.com/berlinertafel.ev/posts/10159796837045014:0,"ADVENTSKALENDER  Und wieder haben wir ein kleines Rätsel für Euch hinter dem 11. Türchen versteckt. Könnt Ihr uns auch diesmal sagen, um was es sich hier handelt? Wir sind wie immer gespannt auf Eure Vorschläge!",Photo,2017-12-11 09:27:00,,5.0,15.0,162,253
191341015013_10159800442390014,https://www.facebook.com/berlinertafel.ev/posts/10159800442390014,"WARME GESTE IN DER KALTEN JAHRESZEIT  Kälte, Regen und Wind - Wie wäre es jetzt mit einer leckeren Suppe mit Sinn? Auch die Spreegold-Filialen beteiligen sich im Dezember an unserer Winterhilfsaktion #suppemitsinn und tragen somit zur Lebensmittelsammlung für #BerlinerKältehilfe - Einrichtungen bei.",Link,2017-12-12 01:25:17,,5.0,1.0,6,7
191341015013_10159801016905014,https://www.facebook.com/berlinertafel.ev/posts/10159801016905014:0,ADVENTSKALENDER  Hinter dem 12. Türchen steckt ein weiteres tolles Rezept aus unserem LAIB und SEELE Kochbuch. Die Birnen-Bohnen mit Speck sind ein ideales Gericht für das kalte Wetter und lassen sich auch ohne Reis perfekt als Beilage servieren. Viel Spaß beim Kochen und guten Appetit!,Photo,2017-12-12 09:26:00,1.0,5.0,0.0,11,14
191341015013_10159804756455014,https://www.facebook.com/berlinertafel.ev/posts/10159804756455014:0,"ADVENTSKALENDER  Heute befindet sich ein weiterer Ausflugstipp hinter dem 13. Türchen.  KIMBA ist, wie jeden Mittwoch, auf dem Spandauer Weihnachtsmarkt zu Gast und kocht auf der Bühne leckere Kartoffeltaler mit und für die kleinen Besucher*innen des Weihnachtsmarkts. Um 16 Uhr geht's los - kommt doch vorbei!",Photo,2017-12-13 05:05:47,2.0,9.0,0.0,13,22
191341015013_10159805187215014,https://www.facebook.com/berlinertafel.ev/posts/10159805187215014:0,"ADVENTSKALENDER  Für das 14. Türchen haben wir ein besonders kniffliges Rätsel für Euch vorbereitet. Wer von Euch weiß, zu welcher Pflanze dieses Blatt gehört? Viel Spaß beim Raten, wir sind gespannt auf Eure Antworten!",Photo,2017-12-14 08:23:00,1.0,3.0,10.0,86,128
191341015013_10159814076285014,https://www.facebook.com/berlinertafel.ev/posts/10159814076285014,"CAPRI BY FRASER BEI DER BERLINER TAFEL  Vielen Dank an die zwei fantastischen Teams der internationalen Hotelkette Capri By Fraser, die uns während der letzten zwei Wochen so tatkräftig bei der Sortierung unterstützt haben! Ob aus Thailand, Hong Kong, Pakistan, Polen, Sloventien, den Niederlanden oder Deutschland - die Teams kamen aus aller Welt zusammen. Ein großes DANKESCHÖN an Euch! ---------------------------------------------------------------------------------------------- Many thanks to the two fabulous teams from the international hotel chain, Capri by Fraser, who diligently helped us sort food this week and last! The team hailed from all over the world: Thailand, Hong Kong, Pakistan, Poland, Slovenia, The Netherlands and Germany. Cheers to the crew across the globe!",Photo,2017-12-15 06:10:54,3.0,35.0,0.0,58,82
191341015013_10159813829070014,https://www.facebook.com/berlinertafel.ev/posts/10159813829070014:0,"ADVENTSKALENDER  Hinter dem 15. Türchen steckt die fantastische MyPlace Spendenaktion. Der Lagerraumanbieter rief Berliner*innen im November und Dezember auf, Weihnachtsgaben für Bedürftige zu sammeln. Zusammen kamen 60 Kisten   voller Spielsachen, Schulartikel und haltbarer Lebensmittel. Diese werden nun pünktlich zum Weihnachtsfest in den LAIB und SEELE Ausgabestellen verteilt. DANKE FÜR DIE VIELEN TOLLEN SPENDEN!",Photo,2017-12-15 09:39:00,,6.0,0.0,11,12
191341015013_10159814136380014,https://www.facebook.com/berlinertafel.ev/posts/10159814136380014:0,"ADVENTSKALENDER  Und wieder ist es ein Rätsel, das sich hinter dem 16. Türchen versteckt. Ihr könnt uns doch sicher auch dieses Mal sagen, um was es sich auf diesem Foto handelt. Wir sind wie immer gespannt auf Eure Antworten!",Photo,2017-12-16 01:42:00,1.0,2.0,9.0,97,123
191341015013_10159814147560014,https://www.facebook.com/berlinertafel.ev/posts/10159814147560014:0,"ADVENTSKALENDER  Hinter dem 17. Türchen haben wir, pünktlich zum Sonntag, ein weiteres Rezept für Euch versteckt. Die leckere Weihnachtsschokolade ist genau das richtige, um sich bei dem kalten Wetter zu wärmen. Lasst Eurer Kreativität freien Lauf und schmückt das leckere Heißgetränk mit vielen süßen Kleinigkeiten! Wir wünschen Euch einen schönen, gemütlichen dritten Advent!",Photo,2017-12-17 01:42:00,,8.0,0.0,6,7
191341015013_10159827268150014,https://www.facebook.com/berlinertafel.ev/posts/10159827268150014:0,"8 TONNEN WEIHNACHTSGABEN  In den vergangenen zwei Wochen haben viele Berliner*innen in 30 Supermärkten berlinweit 'Eins mehr' für bedürftige Menschen gespendet. So können nun pünktlich zum Weihnachtsfest Kaffee, Backzutaten, Schokoladen-Weihnachtsmänner und einiges mehr an die Kund*innen der LAIB und SEELE Ausgabestellen übergeben werden. Ein großes Dankeschön an alle, die sich an der Aktion beteiligt haben!  http://bit.ly/2oBU7i9",Photo,2017-12-18 07:51:00,2.0,20.0,0.0,24,31
191341015013_10159827212360014,https://www.facebook.com/berlinertafel.ev/posts/10159827212360014:0,"ADVENTSKALENDER  Heute versteckt sich ein weiterer Teil unseres Jahresrückblicks hinter dem 18. Türchen. Auf der Fruit Logistica konnten wir dieses Jahr ganze 50 Tonnen Lebensmittel retten! Wir möchten allen beteiligen Ehrenamtlichen, Hilfsorganisationen und Firmen noch einmal für die tolle Hilfe danken! Gleichzeitig freuen wir uns bereits auf Euch bei der kommenden Fruit Logistica.",Photo,2017-12-18 09:51:00,3.0,15.0,1.0,44,56
191341015013_10159827308230014,https://www.facebook.com/berlinertafel.ev/posts/10159827308230014:0,"ADVENTSKALENDER  Hinter dem 19. Türchen haben wir wieder ein kniffliges Rätsel für Euch. Habt Ihr diese Blättchen schon einmal gesehen und wisst Ihr, wie sie heißen? Wir freuen uns auf Eure Vorschläge!",Photo,2017-12-19 08:53:00,,2.0,0.0,5,8
191341015013_10159835356130014,https://www.facebook.com/berlinertafel.ev/posts/10159835356130014,Lebensmittelretter unterstützen Lebensmittelretter!  Danke an das 'Too good to go' Team für Euren fantastischen Einsatz im Kampf gegen Lebensmittelverschwendung!,Photo,2017-12-20 03:16:52,,6.0,0.0,19,34
191341015013_10159835772350014,https://www.facebook.com/berlinertafel.ev/posts/10159835772350014:0,"SÜßES ZUM FEST  Eine riesige Extra-Spende süßer Köstlichkeiten hat uns erreicht. Dank des Berliner Großmarkts können wir die 20 Paletten Schokolade, Lebkuchen und Kekse in einem externen Lager aufbewahren, um sie rechtzeitig zum Fest an die sozialen Einrichtungen und LAIB und SEELE Ausgabestellen auszuliefern. Vielen Dank an den BGM für die kurzfristige und kostenfreie Bereitstellung und natürlich an den Spender für dieses vorzeitige Weihnachtsgeschenk!",Photo,2017-12-20 07:30:00,1.0,24.0,1.0,27,38
191341015013_10159835546905014,https://www.facebook.com/berlinertafel.ev/posts/10159835546905014:0,"ADVENTSKALENDER  Das 20. Türchen wurde geöffnet. Dahinter befinden sich 500 gespendete Schultüten, die wir im September an Kinder aus Wilkommensklassen verteilt haben. Eine schöne Geste, möglich gemacht durch eine bundesweite Tafel-Aktion.",Photo,2017-12-20 08:57:00,,3.0,0.0,2,2
191341015013_10159839862205014,https://www.facebook.com/berlinertafel.ev/posts/10159839862205014,"Unter dem Motto 'Weihnachten für alle' öffnet das YAAM am 24.12. seine Tore, um für Menschen ohne Obdach eine große Feier zum Fest zu veranstalten. Bis zu 1000 Menschen werden erwartet. Die Berliner Tafel unterstützt auch in diesem Jahr mit Lebensmittelspenden und wünscht dem Veranstalter Kälte Nothilfe Berlin #mitherz und allen Besucher*innen eine fantastische Feier!",Link,2017-12-21 04:23:31,,30.0,1.0,44,51
191341015013_10159839890375014,https://www.facebook.com/berlinertafel.ev/posts/10159839890375014,Berliner Tafel e.V.s Titelbild,Photo,2017-12-21 04:37:11,1.0,29.0,1.0,60,127
191341015013_10159839664890014,https://www.facebook.com/berlinertafel.ev/posts/10159839664890014:0,"ADVENTSKALENDER  Noch drei Tage bis Heiligabend! Und falls Ihr noch nicht alle Gerichte für die Festtage beisammen habt, findet Ihr hinter dem 21. Türchen noch ein leckeres Rezept aus dem LAIB und SEELE Kochbuch! Fruchtig, süß und eine willkommene Alternative zu Gans, Rotkohl und Klößen. Lasst es Euch schmecken!",Photo,2017-12-21 07:39:00,,5.0,1.0,11,19
191341015013_10159839868705014,https://www.facebook.com/berlinertafel.ev/posts/10159839868705014:0,"ADVENTSKALENDER  Schon der 22. Dezember! Braucht Ihr noch Ideen für ein Last Minute-Weihnachtsgeschenk? Mit unseren Präsentideen könnt Ihr Freude und ein gutes Gefühl verschenken. Ob ein Gutschein für eine einjährige Mitgliedschaft bei der Berliner Tafel http://bit.ly/2AFcAgd , eine ""Ik bin eene Berliner Tafel"" - Schokolade oder eine Suppe mit Sinn http://bit.ly/1sABmrr - mit diesen Präsenten könnt Ihr Euren Lieben ein Freude machen und unterstützt gleichzeitig die Arbeit der Berliner Tafel.",Photo,2017-12-22 00:15:00,,6.0,1.0,9,14
191341015013_10159839875590014,https://www.facebook.com/berlinertafel.ev/posts/10159839875590014:0,"ADVENTSKALENDER  Hinter dem vorletzten Türchen haben wir nochmal ein Rätsel für Euch versteckt. Ihr wisst sicher, was es ist! Auf Eure kreativen Antworten sind wir sehr gespannt!",Photo,2017-12-23 07:27:00,,1.0,2.0,49,56
191341015013_10159839996880014,https://www.facebook.com/berlinertafel.ev/posts/10159839996880014:0,ADVENTSKALENDER  Es ist Heiligabend und das 24. Türchen unseres Kalenders öffnet sich. Wir wünschen Euch ganz wunderbare und besinnliche Festtage und natürlich FROHE WEIHNACHTEN.,Photo,2017-12-24 06:02:00,,12.0,2.0,21,35
191341015013_10159870152865014,https://www.facebook.com/berlinertafel.ev/posts/10159870152865014,"60 Berliner Restaurants beteiligen sich an unserer Aktion #Suppemitsinn Wir freuen uns, dass auch Karstadt wieder mit dabei ist! Vielen Dank an alle teilnehmenden Lokale - http://bit.ly/1sABmrr - und natürlich an all diejenigen, die eine Suppe mit Sinn bestellen.",Photo,2017-12-28 05:37:33,,15.0,0.0,26,38
191341015013_10159873620495014,https://www.facebook.com/berlinertafel.ev/posts/10159873620495014,Berliner Tafel e.V.s Titelbild,Photo,2017-12-29 01:45:05,4.0,16.0,3.0,13,30
191341015013_10159873635355014,https://www.facebook.com/berlinertafel.ev/posts/10159873635355014,Wir wünschen Euch einen fantastischen Rutsch ins neue Jahr! Auch 2018 freuen wir uns wieder auf viele aufregende Ereignisse und Aktionen. Außerdem steht ein ganz besonderes Jubiläum bevor. Die Berliner Tafel wird 25 Jahre! Wir halten Euch auf dem Laufenden.,Status,2017-12-29 01:55:40,1.0,24.0,2.0,18,26
191341015013_10159873569690014,https://www.facebook.com/berlinertafel.ev/posts/10159873569690014,"KREATIVE RESTEVERWERTUNG  Weihnachten, Silvester, Neujahr - die Feiertage häufen sich und allzu oft leider auch Massen an übrig gebliebenen Lebensmitteln. Ihr wollt diese vor der Tonne bewahren? Dann ist die ""Zu gut für die Tonne"" App der perfekte Begleiter! Sie bietet 340 kreative Resterezepte und darüber hinaus wertvolle Tipps zum Einkauf, zur richtigen Aufbewahrung und Verwertung von Lebensmitteln.",Link,2017-12-30 01:16:00,2.0,7.0,0.0,16,17
